i,j,distance_cosine,distance_euclidean
1,49,0.3467982440950085,5.665401959971558
1,50,0.39382271282501025,6.103666405843411
1,51,0.4104160040271657,6.225233210296531
1,52,0.06344402720926379,2.3782371232468487
1,53,0.3152537039845914,5.397196541883454
1,54,0.36390300678362986,5.901136373814625
1,55,0.4059969960609464,6.258256137948572
1,56,0.38252566650279385,6.057784128607229
1,57,0.2184668643820613,4.410336573416931
1,58,0.4050575340095729,6.282306864852453
1,59,0.4527693281458943,6.6834010263847246
2,1,0.3049047915448879,5.373479287643829
2,3,0.024241428446588498,1.5645583927576916
2,4,0.09002598609465784,2.9487369547174747
2,5,0.07368922167923098,2.6787691280107193
2,6,0.08165216352926818,2.8423336329067563
2,7,0.34592290584380936,5.743029270281578
2,8,0.04761563543202907,2.164797352360813
2,9,0.05758556246723667,2.3775788894538237
2,10,0.06315340727425478,2.528170022580626
2,11,0.06069791299808991,2.452862723760321
2,12,0.06106630765271792,2.442518149044907
2,13,0.036670106056782226,1.9380464332479366
2,14,0.2728258092630228,5.307660366835967
2,15,0.08273114286791272,2.8316738659380487
2,16,0.07525931742494785,2.732290502184178
2,17,0.06246909069470308,2.471447679022802
2,18,0.09252829245500527,3.0465349164472397
2,19,0.044723896722825174,2.094708906457326
2,20,0.042556312570516286,2.0561703105798337
2,21,0.04159006299644874,2.0340266288189306
2,22,0.06036369687781029,2.421727887685422
2,23,0.06013668410846873,2.421498700907681
2,24,0.06708531903059622,2.58425211592243
2,25,0.1304784637794001,3.5383969638121053
2,26,0.03807219893541025,1.9377957394986025
2,27,0.04229094021345159,2.072769580152599
2,28,0.1334905750554779,3.5660544567896517
2,29,0.025231482697520846,1.5839460947010078
2,30,0.06788886942571304,2.573447556731256
2,31,0.062495861833658184,2.4909576706379664
2,32,0.08162324605808913,2.8554152860030264
2,33,0.3635632120909271,5.934025727745381
2,34,0.05453835846287092,2.365237798281913
2,35,0.05793455510845691,2.382689454252774
2,36,0.35259368352791487,5.77742939125824
2,37,0.08636379040139597,3.0007837695602295
2,38,0.39167100316143366,6.1564870128732485
2,39,0.052571658739666405,2.2684054419703275
2,40,0.08477004344258277,2.897283477700552
2,41,0.13693236295571354,3.6157271543748912
2,42,0.08583046766458924,2.925393443957967
2,43,0.44268567506483325,6.621242032512747
2,44,0.3613976242792939,5.862072392241391
2,45,0.4340815499895886,6.595221851998753
2,46,0.15289410641327073,3.8197126606924057
2,47,0.1093764498420019,3.2488356910968657
2,48,0.07274986921355764,2.6736287545160047
2,49,0.06867612487120289,2.601368154066797
2,50,0.08067691798088672,2.8433878108916777
2,51,0.07099964999247133,2.6655369026513407
2,52,0.29024659781250683,5.260776849469698
2,53,0.058672651671945464,2.4036778395766953
2,54,0.033114786009461716,1.8315411048028993
2,55,0.05355381964682393,2.339353989807137
2,56,0.05374699344737699,2.3360740614215247
2,57,0.07758860782803789,2.7385174725190717
2,58,0.11255260208906204,3.405663697551287
2,59,0.14073138654609607,3.8330537808712197
3,1,0.3569108376185499,5.83491231394868
3,2,0.024241428446588498,1.5645583927576916
3,4,0.10505520897724718,3.198859188311023
3,5,0.06293264233023999,2.491872866473528
3,6,0.0826264942689443,2.871203136482312
3,7,0.3871176328272993,6.0982408096999094
3,8,0.06477865315159992,2.5354555561958447
3,9,0.053668484572757635,2.308169978463492
3,10,0.05675817962018459,2.404284286174152
3,11,0.06547061675830956,2.5582746802186045
3,12,0.05637349191418339,2.3614719997369686
3,13,0.04086378622292386,2.0500218393897356
3,14,0.33295252080567417,5.881446702415136
3,15,0.08678238553406181,2.9150375771240102
3,16,0.06336364098751102,2.5178966990895866
3,17,0.05549518037863954,2.3440288780823164
3,18,0.10243058260838145,3.2167843771236093
3,19,0.03940901779531192,1.980979307238912
3,20,0.038700930956266144,1.9699968730295723
3,21,0.057558876319511176,2.402559188415387
3,22,0.07895114299221517,2.7769816453777425
3,23,0.06269180319139456,2.4862972614067393
3,24,0.06526213786686685,2.559133284239579
3,25,0.13729857400416168,3.6465506528892044
3,26,0.039125293318307386,1.9754638652006304
3,27,0.040267039066683386,2.028152482065274
3,28,0.1700187112917303,4.03700732379364
3,29,0.04005280293067626,2.004156515346688
3,30,0.09571081671269477,3.066320509028514
3,31,0.08048262518244853,2.8379712311959646
3,32,0.0954678566824847,3.099535254776092
3,33,0.4153258219625443,6.365818981876007
3,34,0.04893454434084066,2.246060847379556
3,35,0.05064094448654011,2.241628594568048
3,36,0.3933488864865151,6.125194537340647
3,37,0.09679433227136058,3.183346400892798
3,38,0.44532524896376113,6.588816068055174
3,39,0.06234350181779169,2.4818302279195485
3,40,0.09465051459058937,3.0737655359519724
3,41,0.17295290124316098,4.077066388375275
3,42,0.0974908766828505,3.12951346928975
3,43,0.49927859955065534,7.056854650588273
3,44,0.4003440516357123,6.193172483421341
3,45,0.4891823906757511,7.025790495183967
3,46,0.1913005255549418,4.287276424863315
3,47,0.10987027198265664,3.272630388723072
3,48,0.09965724678983068,3.1414610377908727
3,49,0.07217602937898404,2.678830669803993
3,50,0.07309870303620292,2.716359217948755
3,51,0.05037205294196323,2.2536915480036637
3,52,0.3396514918418775,5.711947701872922
3,53,0.06863494146955174,2.611275807080102
3,54,0.02983386379580122,1.7433560797151637
3,55,0.05758464016088016,2.431993260328229
3,56,0.05738914158233954,2.420950445300784
3,57,0.10397218486811233,3.179430312000744
3,58,0.12408909196359263,3.5856985388476477
3,59,0.11561999662331823,3.4847029747612774
4,1,0.1871548154761069,4.091966018871931
4,2,0.09002598609465784,2.9487369547174747
4,3,0.10505520897724718,3.198859188311023
4,5,0.10308364129413372,3.0748451818568876
4,6,0.13947419657985316,3.6286207504200423
4,7,0.17897536211041876,4.0190548772550425
4,8,0.1344151661689893,3.5406338629246474
4,9,0.1526709964793166,3.7666114297320563
4,10,0.11341760298652936,3.3282573024474678
4,11,0.11239795541654807,3.2633027730237107
4,12,0.10271717649141232,3.074608782322052
4,13,0.13789722970202278,3.6871889627879977
4,14,0.19815796213428205,4.441696793568928
4,15,0.12772182065554816,3.409041259851174
4,16,0.15615595920344993,3.8455050433613893
4,17,0.13214273993493797,3.49139612587912
4,18,0.1180363651720795,3.3738477162794838
4,19,0.06728468494486572,2.4926848130345576
4,20,0.09578442831351563,3.019294266567618
4,21,0.10440425540694265,3.154651015998976
4,22,0.06194539530340948,2.35625164071859
4,23,0.12358384200049233,3.361737931476133
4,24,0.13180176083555029,3.5439038384919237
4,25,0.08069921865368257,2.697847144096593
4,26,0.104504689534344,3.1264729129943953
4,27,0.12124126952144232,3.4464223832647236
4,28,0.06517241477415447,2.4114617524012245
4,29,0.08768250358669827,2.8905446087529616
